#kx	ky	kz
5.7194639e-01 7.5971228e-02 3.1733259e-01
5.5137663e-01 9.6779096e-02 3.1733259e-01
5.2992051e-01 1.1667631e-01 3.1733259e-01
5.0802483e-01 1.3609012e-01 3.1733259e-01
4.8593450e-01 1.5528258e-01 3.1733259e-01
4.6380068e-01 1.7442493e-01 3.1733259e-01
4.4171989e-01 1.9362841e-01 3.1733259e-01
4.1976170e-01 2.1297188e-01 3.1733259e-01
3.9797458e-01 2.3250777e-01 3.1733259e-01
3.7639485e-01 2.5227246e-01 3.1733259e-01
3.5504875e-01 2.7228922e-01 3.1733259e-01
3.3395564e-01 2.9257236e-01 3.1733259e-01
3.1312797e-01 3.1312797e-01 3.1733259e-01
2.9257236e-01 3.3395564e-01 3.1733259e-01
2.7228922e-01 3.5504875e-01 3.1733259e-01
2.5227246e-01 3.7639485e-01 3.1733259e-01
2.3250777e-01 3.9797458e-01 3.1733259e-01
2.1297188e-01 4.1976170e-01 3.1733259e-01
1.9362841e-01 4.4171989e-01 3.1733259e-01
1.7442493e-01 4.6380068e-01 3.1733259e-01
1.5528258e-01 4.8593450e-01 3.1733259e-01
1.3609012e-01 5.0802483e-01 3.1733259e-01
1.1667631e-01 5.2992051e-01 3.1733259e-01
9.6779096e-02 5.5137663e-01 3.1733259e-01
7.5971228e-02 5.7194639e-01 3.1733259e-01
5.3541577e-02 5.9071683e-01 3.1733259e-01
2.8386700e-02 6.0554529e-01 3.1733259e-01
3.7459717e-17 -6.1176361e-01 3.1733259e-01
2.8386700e-02 -6.0554529e-01 3.1733259e-01
5.3541577e-02 -5.9071683e-01 3.1733259e-01
7.5971228e-02 -5.7194639e-01 3.1733259e-01
9.6779096e-02 -5.5137663e-01 3.1733259e-01
1.1667631e-01 -5.2992051e-01 3.1733259e-01
1.3609012e-01 -5.0802483e-01 3.1733259e-01
1.5528258e-01 -4.8593450e-01 3.1733259e-01
1.7442493e-01 -4.6380068e-01 3.1733259e-01
1.9362841e-01 -4.4171989e-01 3.1733259e-01
2.1297188e-01 -4.1976170e-01 3.1733259e-01
2.3250777e-01 -3.9797458e-01 3.1733259e-01
2.5227246e-01 -3.7639485e-01 3.1733259e-01
2.7228922e-01 -3.5504875e-01 3.1733259e-01
2.9257236e-01 -3.3395564e-01 3.1733259e-01
3.1312797e-01 -3.1312797e-01 3.1733259e-01
3.3395564e-01 -2.9257236e-01 3.1733259e-01
3.5504875e-01 -2.7228922e-01 3.1733259e-01
3.7639485e-01 -2.5227246e-01 3.1733259e-01
3.9797458e-01 -2.3250777e-01 3.1733259e-01
4.1976170e-01 -2.1297188e-01 3.1733259e-01
4.4171989e-01 -1.9362841e-01 3.1733259e-01
4.6380068e-01 -1.7442493e-01 3.1733259e-01
4.8593450e-01 -1.5528258e-01 3.1733259e-01
5.0802483e-01 -1.3609012e-01 3.1733259e-01
5.2992051e-01 -1.1667631e-01 3.1733259e-01
5.5137663e-01 -9.6779096e-02 3.1733259e-01
5.7194639e-01 -7.5971228e-02 3.1733259e-01
5.9071683e-01 -5.3541577e-02 3.1733259e-01
6.0554529e-01 -2.8386700e-02 3.1733259e-01
-6.1176361e-01 -7.4919435e-17 3.1733259e-01
-6.0554529e-01 -2.8386700e-02 3.1733259e-01
-5.9071683e-01 -5.3541577e-02 3.1733259e-01
-5.7194639e-01 -7.5971228e-02 3.1733259e-01
-5.5137663e-01 -9.6779096e-02 3.1733259e-01
-5.2992051e-01 -1.1667631e-01 3.1733259e-01
-5.0802483e-01 -1.3609012e-01 3.1733259e-01
-4.8593450e-01 -1.5528258e-01 3.1733259e-01
-4.6380068e-01 -1.7442493e-01 3.1733259e-01
-4.4171989e-01 -1.9362841e-01 3.1733259e-01
-4.1976170e-01 -2.1297188e-01 3.1733259e-01
-3.9797458e-01 -2.3250777e-01 3.1733259e-01
-3.7639485e-01 -2.5227246e-01 3.1733259e-01
-3.5504875e-01 -2.7228922e-01 3.1733259e-01
-3.3395564e-01 -2.9257236e-01 3.1733259e-01
-3.1312797e-01 -3.1312797e-01 3.1733259e-01
-2.9257236e-01 -3.3395564e-01 3.1733259e-01
-2.7228922e-01 -3.5504875e-01 3.1733259e-01
-2.5227246e-01 -3.7639485e-01 3.1733259e-01
-2.3250777e-01 -3.9797458e-01 3.1733259e-01
-2.1297188e-01 -4.1976170e-01 3.1733259e-01
-1.9362841e-01 -4.4171989e-01 3.1733259e-01
-1.7442493e-01 -4.6380068e-01 3.1733259e-01
-1.5528258e-01 -4.8593450e-01 3.1733259e-01
-1.3609012e-01 -5.0802483e-01 3.1733259e-01
-1.1667631e-01 -5.2992051e-01 3.1733259e-01
-9.6779096e-02 -5.5137663e-01 3.1733259e-01
-7.5971228e-02 -5.7194639e-01 3.1733259e-01
-5.3541577e-02 -5.9071683e-01 3.1733259e-01
-2.8386700e-02 -6.0554529e-01 3.1733259e-01
-1.1237915e-16 6.1176361e-01 3.1733259e-01
-2.8386700e-02 6.0554529e-01 3.1733259e-01
-5.3541577e-02 5.9071683e-01 3.1733259e-01
-7.5971228e-02 5.7194639e-01 3.1733259e-01
-9.6779096e-02 5.5137663e-01 3.1733259e-01
-1.1667631e-01 5.2992051e-01 3.1733259e-01
-1.3609012e-01 5.0802483e-01 3.1733259e-01
-1.5528258e-01 4.8593450e-01 3.1733259e-01
-1.7442493e-01 4.6380068e-01 3.1733259e-01
-1.9362841e-01 4.4171989e-01 3.1733259e-01
-2.1297188e-01 4.1976170e-01 3.1733259e-01
-2.3250777e-01 3.9797458e-01 3.1733259e-01
-2.5227246e-01 3.7639485e-01 3.1733259e-01
-2.7228922e-01 3.5504875e-01 3.1733259e-01
-2.9257236e-01 3.3395564e-01 3.1733259e-01
-3.1312797e-01 3.1312797e-01 3.1733259e-01
-3.3395564e-01 2.9257236e-01 3.1733259e-01
-3.5504875e-01 2.7228922e-01 3.1733259e-01
-3.7639485e-01 2.5227246e-01 3.1733259e-01
-3.9797458e-01 2.3250777e-01 3.1733259e-01
-4.1976170e-01 2.1297188e-01 3.1733259e-01
-4.4171989e-01 1.9362841e-01 3.1733259e-01
-4.6380068e-01 1.7442493e-01 3.1733259e-01
-4.8593450e-01 1.5528258e-01 3.1733259e-01
-5.0802483e-01 1.3609012e-01 3.1733259e-01
-5.2992051e-01 1.1667631e-01 3.1733259e-01
-5.5137663e-01 9.6779096e-02 3.1733259e-01
-5.7194639e-01 7.5971228e-02 3.1733259e-01
-5.9071683e-01 5.3541577e-02 3.1733259e-01
-6.0554529e-01 2.8386700e-02 3.1733259e-01
6.0698320e-01 0.0000000e+00 3.9666574e-01
6.0101285e-01 2.8229700e-02 3.9666574e-01
5.8664744e-01 5.3401166e-02 3.9666574e-01
5.6834201e-01 7.5929675e-02 3.9666574e-01
5.4820747e-01 9.6855412e-02 3.9666574e-01
5.2716130e-01 1.1686861e-01 3.9666574e-01
5.0565216e-01 1.3638482e-01 3.9666574e-01
4.8392853e-01 1.5566240e-01 3.9666574e-01
4.6214018e-01 1.7486690e-01 3.9666574e-01
4.4038480e-01 1.9410872e-01 3.9666574e-01
4.1872957e-01 2.1346312e-01 3.9666574e-01
3.9722185e-01 2.3298128e-01 3.9666574e-01
3.7589622e-01 2.5269819e-01 3.9666574e-01
3.5477763e-01 2.7263667e-01 3.9666574e-01
3.3388381e-01 2.9281053e-01 3.9666574e-01
3.1322616e-01 3.1322616e-01 3.9666574e-01
2.9281053e-01 3.3388381e-01 3.9666574e-01
2.7263667e-01 3.5477763e-01 3.9666574e-01
2.5269819e-01 3.7589622e-01 3.9666574e-01
2.3298128e-01 3.9722185e-01 3.9666574e-01
2.1346312e-01 4.1872957e-01 3.9666574e-01
1.9410872e-01 4.4038480e-01 3.9666574e-01
1.7486690e-01 4.6214018e-01 3.9666574e-01
1.5566240e-01 4.8392853e-01 3.9666574e-01
1.3638482e-01 5.0565216e-01 3.9666574e-01
1.1686861e-01 5.2716130e-01 3.9666574e-01
9.6855412e-02 5.4820747e-01 3.9666574e-01
7.5929675e-02 5.6834201e-01 3.9666574e-01
5.3401166e-02 5.8664744e-01 3.9666574e-01
2.8229700e-02 6.0101285e-01 3.9666574e-01
3.7167001e-17 -6.0698320e-01 3.9666574e-01
2.8229700e-02 -6.0101285e-01 3.9666574e-01
5.3401166e-02 -5.8664744e-01 3.9666574e-01
7.5929675e-02 -5.6834201e-01 3.9666574e-01
9.6855412e-02 -5.4820747e-01 3.9666574e-01
1.1686861e-01 -5.2716130e-01 3.9666574e-01
1.3638482e-01 -5.0565216e-01 3.9666574e-01
1.5566240e-01 -4.8392853e-01 3.9666574e-01
1.7486690e-01 -4.6214018e-01 3.9666574e-01
1.9410872e-01 -4.4038480e-01 3.9666574e-01
2.1346312e-01 -4.1872957e-01 3.9666574e-01
2.3298128e-01 -3.9722185e-01 3.9666574e-01
2.5269819e-01 -3.7589622e-01 3.9666574e-01
2.7263667e-01 -3.5477763e-01 3.9666574e-01
2.9281053e-01 -3.3388381e-01 3.9666574e-01
3.1322616e-01 -3.1322616e-01 3.9666574e-01
3.3388381e-01 -2.9281053e-01 3.9666574e-01
3.5477763e-01 -2.7263667e-01 3.9666574e-01
3.7589622e-01 -2.5269819e-01 3.9666574e-01
3.9722185e-01 -2.3298128e-01 3.9666574e-01
4.1872957e-01 -2.1346312e-01 3.9666574e-01
4.4038480e-01 -1.9410872e-01 3.9666574e-01
4.6214018e-01 -1.7486690e-01 3.9666574e-01
4.8392853e-01 -1.5566240e-01 3.9666574e-01
5.0565216e-01 -1.3638482e-01 3.9666574e-01
5.2716130e-01 -1.1686861e-01 3.9666574e-01
5.4820747e-01 -9.6855412e-02 3.9666574e-01
5.6834201e-01 -7.5929675e-02 3.9666574e-01
5.8664744e-01 -5.3401166e-02 3.9666574e-01
6.0101285e-01 -2.8229700e-02 3.9666574e-01
-6.0698320e-01 -7.4334003e-17 3.9666574e-01
-6.0101285e-01 -2.8229700e-02 3.9666574e-01
-5.8664744e-01 -5.3401166e-02 3.9666574e-01
-5.6834201e-01 -7.5929675e-02 3.9666574e-01
-5.4820747e-01 -9.6855412e-02 3.9666574e-01
-5.2716130e-01 -1.1686861e-01 3.9666574e-01
-5.0565216e-01 -1.3638482e-01 3.9666574e-01
-4.8392853e-01 -1.5566240e-01 3.9666574e-01
-4.6214018e-01 -1.7486690e-01 3.9666574e-01
-4.4038480e-01 -1.9410872e-01 3.9666574e-01
-4.1872957e-01 -2.1346312e-01 3.9666574e-01
-3.9722185e-01 -2.3298128e-01 3.9666574e-01
-3.7589622e-01 -2.5269819e-01 3.9666574e-01
-3.5477763e-01 -2.7263667e-01 3.9666574e-01
-3.3388381e-01 -2.9281053e-01 3.9666574e-01
-3.1322616e-01 -3.1322616e-01 3.9666574e-01
-2.9281053e-01 -3.3388381e-01 3.9666574e-01
-2.7263667e-01 -3.5477763e-01 3.9666574e-01
-2.5269819e-01 -3.7589622e-01 3.9666574e-01
-2.3298128e-01 -3.9722185e-01 3.9666574e-01
-2.1346312e-01 -4.1872957e-01 3.9666574e-01
-1.9410872e-01 -4.4038480e-01 3.9666574e-01
-1.7486690e-01 -4.6214018e-01 3.9666574e-01
-1.5566240e-01 -4.8392853e-01 3.9666574e-01
-1.3638482e-01 -5.0565216e-01 3.9666574e-01
-1.1686861e-01 -5.2716130e-01 3.9666574e-01
-9.6855412e-02 -5.4820747e-01 3.9666574e-01
-7.5929675e-02 -5.6834201e-01 3.9666574e-01
-5.3401166e-02 -5.8664744e-01 3.9666574e-01
-2.8229700e-02 -6.0101285e-01 3.9666574e-01
-1.1150100e-16 6.0698320e-01 3.9666574e-01
-2.8229700e-02 6.0101285e-01 3.9666574e-01
-5.3401166e-02 5.8664744e-01 3.9666574e-01
-7.5929675e-02 5.6834201e-01 3.9666574e-01
-9.6855412e-02 5.4820747e-01 3.9666574e-01
-1.1686861e-01 5.2716130e-01 3.9666574e-01
-1.3638482e-01 5.0565216e-01 3.9666574e-01
-1.5566240e-01 4.8392853e-01 3.9666574e-01
-1.7486690e-01 4.6214018e-01 3.9666574e-01
-1.9410872e-01 4.4038480e-01 3.9666574e-01
-2.1346312e-01 4.1872957e-01 3.9666574e-01
-2.3298128e-01 3.9722185e-01 3.9666574e-01
-2.5269819e-01 3.7589622e-01 3.9666574e-01
-2.7263667e-01 3.5477763e-01 3.9666574e-01
-2.9281053e-01 3.3388381e-01 3.9666574e-01
-3.1322616e-01 3.1322616e-01 3.9666574e-01
-3.3388381e-01 2.9281053e-01 3.9666574e-01
-3.5477763e-01 2.7263667e-01 3.9666574e-01
-3.7589622e-01 2.5269819e-01 3.9666574e-01
-3.9722185e-01 2.3298128e-01 3.9666574e-01
-4.1872957e-01 2.1346312e-01 3.9666574e-01
-4.4038480e-01 1.9410872e-01 3.9666574e-01
-4.6214018e-01 1.7486690e-01 3.9666574e-01
-4.8392853e-01 1.5566240e-01 3.9666574e-01
-5.0565216e-01 1.3638482e-01 3.9666574e-01
-5.2716130e-01 1.1686861e-01 3.9666574e-01
-5.4820747e-01 9.6855412e-02 3.9666574e-01
-5.6834201e-01 7.5929675e-02 3.9666574e-01
-5.8664744e-01 5.3401166e-02 3.9666574e-01
-6.0101285e-01 2.8229700e-02 3.9666574e-01
6.0525241e-01 0.0000000e+00 4.7599889e-01
5.9937177e-01 2.8173010e-02 4.7599889e-01
5.8517556e-01 5.3350524e-02 4.7599889e-01
5.6704079e-01 7.5915672e-02 4.7599889e-01
5.4706508e-01 9.6884533e-02 4.7599889e-01
5.2616667e-01 1.1693845e-01 4.7599889e-01
5.0479758e-01 1.3649141e-01 4.7599889e-01
4.8320732e-01 1.5580032e-01 4.7599889e-01
4.6154357e-01 1.7502684e-01 4.7599889e-01
4.3990590e-01 1.9428270e-01 4.7599889e-01
4.1835964e-01 2.1364075e-01 4.7599889e-01
3.9695237e-01 2.3315234e-01 4.7599889e-01
3.7571789e-01 2.5285180e-01 4.7599889e-01
3.5468101e-01 2.7276211e-01 4.7599889e-01
3.3385873e-01 2.9289673e-01 4.7599889e-01
3.1326211e-01 3.1326211e-01 4.7599889e-01
2.9289673e-01 3.3385873e-01 4.7599889e-01
2.7276211e-01 3.5468101e-01 4.7599889e-01
2.5285180e-01 3.7571789e-01 4.7599889e-01
2.3315234e-01 3.9695237e-01 4.7599889e-01
2.1364075e-01 4.1835964e-01 4.7599889e-01
1.9428270e-01 4.3990590e-01 4.7599889e-01
1.7502684e-01 4.6154357e-01 4.7599889e-01
1.5580032e-01 4.8320732e-01 4.7599889e-01
1.3649141e-01 5.0479758e-01 4.7599889e-01
1.1693845e-01 5.2616667e-01 4.7599889e-01
9.6884533e-02 5.4706508e-01 4.7599889e-01
7.5915672e-02 5.6704079e-01 4.7599889e-01
5.3350524e-02 5.8517556e-01 4.7599889e-01
2.8173010e-02 5.9937177e-01 4.7599889e-01
3.7061022e-17 -6.0525241e-01 4.7599889e-01
2.8173010e-02 -5.9937177e-01 4.7599889e-01
5.3350524e-02 -5.8517556e-01 4.7599889e-01
7.5915672e-02 -5.6704079e-01 4.7599889e-01
9.6884533e-02 -5.4706508e-01 4.7599889e-01
1.1693845e-01 -5.2616667e-01 4.7599889e-01
1.3649141e-01 -5.0479758e-01 4.7599889e-01
1.5580032e-01 -4.8320732e-01 4.7599889e-01
1.7502684e-01 -4.6154357e-01 4.7599889e-01
1.9428270e-01 -4.3990590e-01 4.7599889e-01
2.1364075e-01 -4.1835964e-01 4.7599889e-01
2.3315234e-01 -3.9695237e-01 4.7599889e-01
2.5285180e-01 -3.7571789e-01 4.7599889e-01
2.7276211e-01 -3.5468101e-01 4.7599889e-01
2.9289673e-01 -3.3385873e-01 4.7599889e-01
3.1326211e-01 -3.1326211e-01 4.7599889e-01
3.3385873e-01 -2.9289673e-01 4.7599889e-01
3.5468101e-01 -2.7276211e-01 4.7599889e-01
3.7571789e-01 -2.5285180e-01 4.7599889e-01
3.9695237e-01 -2.3315234e-01 4.7599889e-01
4.1835964e-01 -2.1364075e-01 4.7599889e-01
4.3990590e-01 -1.9428270e-01 4.7599889e-01
4.6154357e-01 -1.7502684e-01 4.7599889e-01
4.8320732e-01 -1.5580032e-01 4.7599889e-01
5.0479758e-01 -1.3649141e-01 4.7599889e-01
5.2616667e-01 -1.1693845e-01 4.7599889e-01
5.4706508e-01 -9.6884533e-02 4.7599889e-01
5.6704079e-01 -7.5915672e-02 4.7599889e-01
5.8517556e-01 -5.3350524e-02 4.7599889e-01
5.9937177e-01 -2.8173010e-02 4.7599889e-01
-6.0525241e-01 -7.4122043e-17 4.7599889e-01
-5.9937177e-01 -2.8173010e-02 4.7599889e-01
-5.8517556e-01 -5.3350524e-02 4.7599889e-01
-5.6704079e-01 -7.5915672e-02 4.7599889e-01
-5.4706508e-01 -9.6884533e-02 4.7599889e-01
-5.2616667e-01 -1.1693845e-01 4.7599889e-01
-5.0479758e-01 -1.3649141e-01 4.7599889e-01
-4.8320732e-01 -1.5580032e-01 4.7599889e-01
-4.6154357e-01 -1.7502684e-01 4.7599889e-01
-4.3990590e-01 -1.9428270e-01 4.7599889e-01
-4.1835964e-01 -2.1364075e-01 4.7599889e-01
-3.9695237e-01 -2.3315234e-01 4.7599889e-01
-3.7571789e-01 -2.5285180e-01 4.7599889e-01
-3.5468101e-01 -2.7276211e-01 4.7599889e-01
-3.3385873e-01 -2.9289673e-01 4.7599889e-01
-3.1326211e-01 -3.1326211e-01 4.7599889e-01
-2.9289673e-01 -3.3385873e-01 4.7599889e-01
-2.7276211e-01 -3.5468101e-01 4.7599889e-01
-2.5285180e-01 -3.7571789e-01 4.7599889e-01
-2.3315234e-01 -3.9695237e-01 4.7599889e-01
-2.1364075e-01 -4.1835964e-01 4.7599889e-01
-1.9428270e-01 -4.3990590e-01 4.7599889e-01
-1.7502684e-01 -4.6154357e-01 4.7599889e-01
-1.5580032e-01 -4.8320732e-01 4.7599889e-01
-1.3649141e-01 -5.0479758e-01 4.7599889e-01
-1.1693845e-01 -5.2616667e-01 4.7599889e-01
-9.6884533e-02 -5.4706508e-01 4.7599889e-01
-7.5915672e-02 -5.6704079e-01 4.7599889e-01
-5.3350524e-02 -5.8517556e-01 4.7599889e-01
-2.8173010e-02 -5.9937177e-01 4.7599889e-01
-1.1118306e-16 6.0525241e-01 4.7599889e-01
-2.8173010e-02 5.9937177e-01 4.7599889e-01
-5.3350524e-02 5.8517556e-01 4.7599889e-01
-7.5915672e-02 5.6704079e-01 4.7599889e-01
-9.6884533e-02 5.4706508e-01 4.7599889e-01
-1.1693845e-01 5.2616667e-01 4.7599889e-01
-1.3649141e-01 5.0479758e-01 4.7599889e-01
-1.5580032e-01 4.8320732e-01 4.7599889e-01
-1.7502684e-01 4.6154357e-01 4.7599889e-01
-1.9428270e-01 4.3990590e-01 4.7599889e-01
-2.1364075e-01 4.1835964e-01 4.7599889e-01
-2.3315234e-01 3.9695237e-01 4.7599889e-01
-2.5285180e-01 3.7571789e-01 4.7599889e-01
-2.7276211e-01 3.5468101e-01 4.7599889e-01
-2.9289673e-01 3.3385873e-01 4.7599889e-01
-3.1326211e-01 3.1326211e-01 4.7599889e-01
-3.3385873e-01 2.9289673e-01 4.7599889e-01
-3.5468101e-01 2.7276211e-01 4.7599889e-01
-3.7571789e-01 2.5285180e-01 4.7599889e-01
-3.9695237e-01 2.3315234e-01 4.7599889e-01
-4.1835964e-01 2.1364075e-01 4.7599889e-01
-4.3990590e-01 1.9428270e-01 4.7599889e-01
-4.6154357e-01 1.7502684e-01 4.7599889e-01
-4.8320732e-01 1.5580032e-01 4.7599889e-01
-5.0479758e-01 1.3649141e-01 4.7599889e-01
-5.2616667e-01 1.1693845e-01 4.7599889e-01
-5.4706508e-01 9.6884533e-02 4.7599889e-01
-5.6704079e-01 7.5915672e-02 4.7599889e-01
-5.8517556e-01 5.3350524e-02 4.7599889e-01
-5.9937177e-01 2.8173010e-02 4.7599889e-01
